"story_id","status","nl","folio_gold_fol","siv_extraction_view","siv_tests","siv_translation","folio_gold_score","siv_translation_score"
"471","evaluated","All the squirrels that can be spotted near the campus are skittish.","∀x (Squirrel(x) ∧ CanBeSpottedNear(x, campus) → Skittish(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((Squirrel(x) & CanBeSpottedNear(x, theCampus)) -> Skittish(x))","[positive|entailed] all v0.((Squirrel(v0) & CanBeSpottedNear(v0,theCampus)) -> Skittish(v0))
[contrastive|not_entailed] all x.((Squirrel(x) & CanBeSpottedNear(x, theCampus)) -> -Skittish(x))","all x.((Squirrel(x) & CanBeSpottedNear(x, theCampus)) -> Skittish(x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"471","evaluated","Rockie can be spotted near the campus, and it is calm.","CanBeSpottedNear(rockie, campus) ∧ Calm(rockie)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (SpottedNear(rockie, campus) & Calm(rockie))","[positive|entailed] (SpottedNear(rockie,campus) & Calm(rockie))
[positive|entailed] SpottedNear(rockie,campus)
[positive|entailed] Calm(rockie)
[contrastive|not_entailed] (-SpottedNear(rockie, campus) & Calm(rockie))
[contrastive|not_entailed] (SpottedNear(rockie, campus) & -Calm(rockie))","(SpottedNear(rockie, campus) & Calm(rockie))","recall=0.33 precision=1.00 f1=0.50 (P:1/3 C:2/2)","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:2/2)"
"184","evaluated","""Stranger Things"" is a popular Netflix show.","NetflixShow(strangerThings) ∧ Popular(strangerThings)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: PopularNetflixShow(strangerThings)","[positive|entailed] PopularNetflixShow(strangerThings)
[contrastive|not_entailed] -PopularNetflixShow(strangerThings)","PopularNetflixShow(strangerThings)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"184","evaluated","If a Netflix show is popular, Karen will binge-watch it.","∀x ((NetflixShow(x) ∧ Popular(x)) → BingeWatch(karen, x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((NetflixShow(x) & Popular(x)) -> BingeWatch(karen, x))","[positive|entailed] all v0.((NetflixShow(v0) & Popular(v0)) -> BingeWatch(karen,v0))
[contrastive|not_entailed] all x.((NetflixShow(x) & Popular(x)) -> -BingeWatch(karen, x))","all x.((NetflixShow(x) & Popular(x)) -> BingeWatch(karen, x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"184","evaluated","If and only if Karen binge-watches a Netflix show, she will download it.","∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) ↔ Download(karen, x))","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (BingeWatch(karen) <-> Download(karen))","[positive|entailed] (BingeWatch(karen) <-> Download(karen))
[contrastive|not_entailed] (-BingeWatch(karen) <-> Download(karen))
[contrastive|not_entailed] (BingeWatch(karen) <-> -Download(karen))","(BingeWatch(karen) <-> Download(karen))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:2/2)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:2/2)"
"184","evaluated","Karen does not download ""Black Mirror.""","¬Download(karen, blackMirror)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: -Download(karen, blackMirror)","[positive|entailed] -Download(karen,blackMirror)
[contrastive|not_entailed] Download(karen, blackMirror)","-Download(karen, blackMirror)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"184","evaluated","""Black Mirror"" is a Netflix show.","NetflixShow(blackMirror)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: NetflixShow(blackMirror)","[positive|entailed] NetflixShow(blackMirror)
[contrastive|not_entailed] -NetflixShow(blackMirror)","NetflixShow(blackMirror)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"184","evaluated","If Karen binge-watches a Netflix show, she will share it with Lisa.","∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) → ShareWith(karen, x, lisa))","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: other
canonical_fol: (exists x.(NetflixShow(x) & BingeWatch(karen)) -> exists x.(NetflixShow(x) & ShareWith(karen, lisa)))","[positive|entailed] (exists v0.(NetflixShow(v0) & BingeWatch(karen)) -> exists v1.(NetflixShow(v1) & ShareWith(karen,lisa)))
[contrastive|no_contrastives] ","(exists x.(NetflixShow(x) & BingeWatch(karen)) -> exists x.(NetflixShow(x) & ShareWith(karen, lisa)))","recall=0.00 precision=n/a f1=n/a (P:0/1 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:1/1 C:0/0)"
"232","evaluated","Beijing is the capital of the People's Republic of China.","CapitalOf(beijing, peoplesRepublicOfChina)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: CapitalOf(beijing, peoplesRepublicOfChina)","[positive|entailed] CapitalOf(beijing,peoplesRepublicOfChina)
[contrastive|not_entailed] -CapitalOf(beijing, peoplesRepublicOfChina)","CapitalOf(beijing, peoplesRepublicOfChina)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"232","evaluated","Beijing is the capital city of the world's most populous nation.","∃x (CapitalOf(beijing, x) → WorldsMostPopulousNation(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_existential
canonical_fol: exists x.(MostPopulousNation(x) & CapitalCityOf(beijing, x))","[positive|entailed] exists v0.(MostPopulousNation(v0) & CapitalCityOf(beijing,v0))
[positive|entailed] exists v0.(MostPopulousNation(v0))
[contrastive|no_contrastives] ","exists x.(MostPopulousNation(x) & CapitalCityOf(beijing, x))","recall=0.50 precision=n/a f1=n/a (P:1/2 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)"
"232","evaluated","Beijing is located in Northern China.","LocatedIn(beijing, northernChina)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: LocatedIn(beijing, northernChina)","[positive|entailed] LocatedIn(beijing,northernChina)
[contrastive|not_entailed] -LocatedIn(beijing, northernChina)","LocatedIn(beijing, northernChina)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"232","evaluated","Beijing hosted the 2008 Summer Olympics and 2008 Summer Paralympics Games.","Hosted(beijing, 2008SummerOlympics) ∧ Hosted(beijing, 2008SummerParalympicGames)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (Hosted(beijing, summerOlympics2008) & Hosted(beijing, summerParalympics2008))","[positive|entailed] (Hosted(beijing,summerOlympics2008) & Hosted(beijing,summerParalympics2008))
[positive|entailed] Hosted(beijing,summerOlympics2008)
[positive|entailed] Hosted(beijing,summerParalympics2008)
[contrastive|not_entailed] (-Hosted(beijing, summerOlympics2008) & Hosted(beijing, summerParalympics2008))
[contrastive|not_entailed] (Hosted(beijing, summerOlympics2008) & -Hosted(beijing, summerParalympics2008))","(Hosted(beijing, summerOlympics2008) & Hosted(beijing, summerParalympics2008))","recall=0.00 precision=1.00 f1=0.00 (P:0/3 C:2/2)","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:2/2)"
"232","evaluated","Many of Beijing's 91 universities consistently rank among the best universities in the world.","∃x (University(x) ∧ InBeijing(x) ∧ ConsistentlyRankAmongTheBestIn(x, theWorld))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_existential
canonical_fol: exists x.(UniversityInBeijing(x) & RankAmongBest(x))","[positive|entailed] exists v0.(UniversityInBeijing(v0) & RankAmongBest(v0))
[positive|entailed] exists v0.(UniversityInBeijing(v0))
[contrastive|no_contrastives] ","exists x.(UniversityInBeijing(x) & RankAmongBest(x))","recall=0.50 precision=n/a f1=n/a (P:1/2 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)"
"452","evaluated","All aliens are extraterrestrials.","∀x (Alien(x) → Extraterrestrial(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Alien(x) -> Extraterrestrial(x))","[positive|entailed] all v0.(Alien(v0) -> Extraterrestrial(v0))
[contrastive|not_entailed] all x.(Alien(x) -> -Extraterrestrial(x))","all x.(Alien(x) -> Extraterrestrial(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"452","evaluated","If someone is from Mars, then they are an alien.","∀x (From(x, mars) → Alien(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.((FromMars(x) -> Alien(x)))","[positive|entailed] all v0.((FromMars(v0) -> Alien(v0)))
[contrastive|not_entailed] all x.((FromMars(x) -> -Alien(x)))
[contrastive|not_entailed] all x.(-((FromMars(x) -> Alien(x))))","all x.((FromMars(x) -> Alien(x)))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:2/2)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:2/2)"
"452","evaluated","No extraterrestrials are human.","∀x (Extraterrestrial(x) → ¬Human(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Extraterrestrial(x) -> -Human(x))","[positive|entailed] all v0.(Extraterrestrial(v0) -> -Human(v0))
[contrastive|not_entailed] all x.(-Extraterrestrial(x) -> -Human(x))
[contrastive|not_entailed] all x.(Extraterrestrial(x) -> Human(x))
[contrastive|not_entailed] all x.(-Human(x))","all x.(Extraterrestrial(x) -> -Human(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:3/3)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:3/3)"
"452","evaluated","All highly intelligent beings from Earth are humans.","∀x (HighlyIntelligentBeing(x) ∧ From(x, earth) → Human(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((HighlyIntelligent(x) & Being(x) & From(x, earth)) -> Human(x))","[positive|entailed] all v0.((HighlyIntelligent(v0) & Being(v0) & From(v0,earth)) -> Human(v0))
[contrastive|not_entailed] all x.((HighlyIntelligent(x) & Being(x) & From(x, earth)) -> -Human(x))","all x.((HighlyIntelligent(x) & Being(x) & From(x, earth)) -> Human(x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"452","evaluated","Marvin is a highly intelligent being.","HighlyIntelligentBeing(marvin)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: HighlyIntelligentBeing(marvin)","[positive|entailed] HighlyIntelligentBeing(marvin)
[contrastive|not_entailed] -HighlyIntelligentBeing(marvin)","HighlyIntelligentBeing(marvin)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"452","evaluated","Marvin is either from Earth and from Mars, or he is from neither.","¬(From(marvin, earth) ⊕ From(marvin, mars))","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: top_level_disjunction
canonical_fol: ((From(marvin, earth) & From(marvin, mars)) | -((From(marvin, earth) | From(marvin, mars))))","[positive|entailed] ((From(marvin,earth) & From(marvin,mars)) | -((From(marvin,earth) | From(marvin,mars))))
[contrastive|not_entailed] ((From(marvin, earth) & From(marvin, mars)) & -((From(marvin, earth) | From(marvin, mars))))","((From(marvin, earth) & From(marvin, mars)) | -((From(marvin, earth) | From(marvin, mars))))","PARSE_ERROR (normalized: -(From(marvin, earth) From(marvin, mars)))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"452","evaluated","If Marvin is not from Earth, then Marvin is an extraterrestrial.","¬From(marvin, earth) → Extraterrestrial(marvin)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: bare_implies_atomic_antecedent
canonical_fol: (-From(marvin, earth) -> Extraterrestrial(marvin))","[positive|entailed] (-From(marvin,earth) -> Extraterrestrial(marvin))
[contrastive|no_contrastives] ","(-From(marvin, earth) -> Extraterrestrial(marvin))","recall=1.00 precision=n/a f1=n/a (P:1/1 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:1/1 C:0/0)"
"340","evaluated","Everyone at the mixer is a Grand Slam champion or an Oscar-nominated actor.","∀x (At(x, mixer) → (GrandSlam(x) ∧ Champion(x)) ∨ (OscarNominated(x) ∧ Actor(x)))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(At(x, theMixer) -> (GrandSlamChampion(x) | OscarNominatedActor(x)))","[positive|entailed] all v0.(At(v0,theMixer) -> (GrandSlamChampion(v0) | OscarNominatedActor(v0)))
[contrastive|not_entailed] all x.(At(x, theMixer) -> -((GrandSlamChampion(x) | OscarNominatedActor(x))))","all x.(At(x, theMixer) -> (GrandSlamChampion(x) | OscarNominatedActor(x)))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"340","evaluated","Every Grand Slam champion at the mixer is a professional tennis player.","∀x (At(x, mixer) ∧ (GrandSlam(x) ∧ Champion(x) → Professional(x) ∧ TennisPlayer(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((GrandSlamChampion(x) & At(x, theMixer)) -> ProfessionalTennisPlayer(x))","[positive|entailed] all v0.((GrandSlamChampion(v0) & At(v0,theMixer)) -> ProfessionalTennisPlayer(v0))
[contrastive|not_entailed] all x.((GrandSlamChampion(x) & At(x, theMixer)) -> -ProfessionalTennisPlayer(x))","all x.((GrandSlamChampion(x) & At(x, theMixer)) -> ProfessionalTennisPlayer(x))","PARSE_ERROR (normalized: all x (At(x, mixer) & (GrandSlam(x) & Champion(x) -> Professional(x) & TennisPlayer(x)))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"340","evaluated","All Oscar-nominated actors at the mixer are celebrities.","∀x (At(x, mixer) ∧ (OscarNominated(x) ∧ Actor(x) → Celebrity(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((OscarNominatedActor(x) & At(x, theMixer)) -> Celebrity(x))","[positive|entailed] all v0.((OscarNominatedActor(v0) & At(v0,theMixer)) -> Celebrity(v0))
[contrastive|not_entailed] all x.((OscarNominatedActor(x) & At(x, theMixer)) -> -Celebrity(x))","all x.((OscarNominatedActor(x) & At(x, theMixer)) -> Celebrity(x))","PARSE_ERROR (normalized: all x (At(x, mixer) & (OscarNominated(x) & Actor(x) -> Celebrity(x)))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"340","evaluated","All professional tennis players at the mixer are athletes.","∀x (At(x, mixer) ∧ Professional(x) ∧ TennisPlayer(x) → Athlete(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((ProfessionalTennisPlayer(x) & At(x, theMixer)) -> Athlete(x))","[positive|entailed] all v0.((ProfessionalTennisPlayer(v0) & At(v0,theMixer)) -> Athlete(v0))
[contrastive|not_entailed] all x.((ProfessionalTennisPlayer(x) & At(x, theMixer)) -> -Athlete(x))","all x.((ProfessionalTennisPlayer(x) & At(x, theMixer)) -> Athlete(x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"340","evaluated","If a person at the mixer is a celebrity, then they are well paid.","∀x (At(x, mixer) ∧ Celebrity(x) → WellPaid(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((Person(x) & At(x, theMixer) & Mixer(theMixer)) -> (Celebrity(x) -> WellPaid(x)))","[positive|entailed] all v0.((Person(v0) & At(v0,theMixer) & Mixer(theMixer)) -> (Celebrity(v0) -> WellPaid(v0)))
[contrastive|not_entailed] all x.((Person(x) & At(x, theMixer) & Mixer(theMixer)) -> -((Celebrity(x) -> WellPaid(x))))","all x.((Person(x) & At(x, theMixer) & Mixer(theMixer)) -> (Celebrity(x) -> WellPaid(x)))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"340","evaluated","If a person at the mixer is an athlete, then they are famous.","∀x (At(x, mixer) ∧ Athlete(x) → Famous(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((Person(x) & At(x, theMixer)) -> (Athlete(x) -> Famous(x)))","[positive|entailed] all v0.((Person(v0) & At(v0,theMixer)) -> (Athlete(v0) -> Famous(v0)))
[contrastive|not_entailed] all x.((Person(x) & At(x, theMixer)) -> -((Athlete(x) -> Famous(x))))","all x.((Person(x) & At(x, theMixer)) -> (Athlete(x) -> Famous(x)))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"340","evaluated","All well-paid people at the mixer live in tax havens.","∀x (At(x, mixer) ∧ WellPaid(x) → LiveIn(x, taxHaven))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((WellPaid(x) & Person(x) & At(x, theMixer)) -> exists y.(TaxHaven(y) & LiveIn(x, y)))","[positive|entailed] all v0.((WellPaid(v0) & Person(v0) & At(v0,theMixer)) -> exists v1.(TaxHaven(v1) & LiveIn(v0,v1)))
[positive|entailed] all v0.((WellPaid(v0) & Person(v0) & At(v0,theMixer)) -> exists v1.(TaxHaven(v1)))
[contrastive|not_entailed] all x.((WellPaid(x) & Person(x) & At(x, theMixer)) -> -(exists y.(TaxHaven(y) & LiveIn(x, y))))","all x.((WellPaid(x) & Person(x) & At(x, theMixer)) -> exists y.(TaxHaven(y) & LiveIn(x, y)))","recall=0.50 precision=1.00 f1=0.67 (P:1/2 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:2/2 C:1/1)"
